InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
543457,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,4,2023-02-27 00:00:00,33.6,10761.0,Indonesia
543394,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,4,2023-10-26 00:00:00,39.37,10754.0,Australia
547259,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,4,2023-02-02 00:00:00,34.39,11174.0,France
546820,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,1,2023-08-10 00:00:00,38.31,11135.0,Australia
540344,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,3,2023-11-30 00:00:00,43.31,10443.0,France
539751,SWM-007A,BEADED ANKLET SET - GOLD,2,2023-03-02 00:00:00,17.64,10379.0,Australia
542718,SWM-008A,WATERPROOF TOTE BAG - NATURAL,4,2023-12-03 00:00:00,47.02,10682.0,New Zealand
536131,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,4,2023-09-17 00:00:00,85.65,10014.0,Australia
538185,SWM-012A,SURF WAX KIT - COOL,2,2023-01-12 00:00:00,11.34,10230.0,United States
540669,SWM-007A,BEADED ANKLET SET - GOLD,4,2023-08-01 00:00:00,17.9,10487.0,United Kingdom
540672,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,2,2023-03-16 00:00:00,56.13,10488.0,France
546278,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-12-23 00:00:00,63.27,11077.0,France
541461,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-11-29 00:00:00,39.6,10548.0,Australia
544614,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-04-03 00:00:00,39.45,10888.0,Germany
540781,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-02-20 00:00:00,49.89,10494.0,Australia
542835,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,1,2023-11-14 00:00:00,37.54,10693.0,Australia
540479,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,3,2023-08-21 00:00:00,45.3,10461.0,Spain
545786,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,4,2023-09-26 00:00:00,38.59,11010.0,New Zealand
536093,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-02-09 00:00:00,20.54,10009.0,United States
541950,SWM-003A,HIGH-NECK RASH GUARD - NAVY,2,2023-02-14 00:00:00,53.42,10591.0,United Kingdom
539580,SWM-011A,MESH SARONG WRAP - FOREST GREEN,2,2023-02-27 00:00:00,33.14,10364.0,Indonesia
543495,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,3,2023-11-26 00:00:00,90.5,10764.0,New Zealand
536455,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,4,2023-04-05 00:00:00,38.99,10045.0,Australia
539541,SWM-007A,BEADED ANKLET SET - GOLD,1,2023-06-16 00:00:00,17.53,10360.0,France
545873,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,3,2023-10-24 00:00:00,26.79,11027.0,Australia
542714,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,2,2023-07-18 00:00:00,93.29,10682.0,New Zealand
544459,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,1,2023-07-17 00:00:00,83.05,10871.0,United States
538393,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-11-18 00:00:00,21.19,10248.0,Spain
544560,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-07-27 00:00:00,49.71,10883.0,Australia
545440,SWM-008A,WATERPROOF TOTE BAG - NATURAL,2,2023-02-27 00:00:00,42.99,10980.0,Australia
537097,SWM-011A,MESH SARONG WRAP - FOREST GREEN,1,2023-10-11 00:00:00,28.86,10113.0,Australia
547460,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,1,2023-09-07 00:00:00,21.86,11190.0,Indonesia
545371,SWM-017A,SURF JOURNAL - KRAFT,2,2023-09-12 00:00:00,18.1,10965.0,Portugal
538590,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,2,2023-12-06 00:00:00,91.21,10269.0,Brazil
543835,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,4,2023-04-12 00:00:00,35.44,10802.0,New Zealand
537337,SWM-016A,SHELL HAIR CLIP SET,2,2023-10-17 00:00:00,14.99,10143.0,Spain
542952,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,3,2023-10-30 00:00:00,34.69,10706.0,Spain
543171,SWM-012A,SURF WAX KIT - COOL,4,2023-08-31 00:00:00,12.27,10726.0,Canada
537507,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-04-27 00:00:00,38.76,10156.0,Australia
542504,SWM-008A,WATERPROOF TOTE BAG - NATURAL,4,2023-07-04 00:00:00,43.67,10653.0,France
537601,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,3,2023-04-09 00:00:00,89.27,10165.0,Canada
547492,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,4,2023-09-13 00:00:00,53.32,11193.0,Australia
546644,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,3,2023-01-26 00:00:00,34.39,11121.0,Australia
544192,SWM-007A,BEADED ANKLET SET - GOLD,3,2023-05-11 00:00:00,16.81,10845.0,Portugal
546181,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,4,2023-04-21 00:00:00,61.85,11064.0,United States
536738,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,3,2023-11-04 00:00:00,35.83,10068.0,Australia
544267,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,4,2023-11-27 00:00:00,21.75,10850.0,Australia
542546,SWM-008A,WATERPROOF TOTE BAG - NATURAL,4,2023-02-21 00:00:00,45.22,10660.0,Portugal
542651,SWM-012A,SURF WAX KIT - COOL,3,2023-07-03 00:00:00,11.78,10675.0,United States
541637,SWM-012A,SURF WAX KIT - COOL,3,2023-07-12 00:00:00,12.1,10563.0,Australia
537146,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,3,2023-12-03 00:00:00,59.58,10120.0,Australia
541241,SWM-016A,SHELL HAIR CLIP SET,2,2023-03-12 00:00:00,14.95,10531.0,United States
538632,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,1,2023-08-17 00:00:00,63.78,10274.0,Australia
545849,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,1,2023-10-22 00:00:00,41.46,11022.0,Spain
539592,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-09-21 00:00:00,41.77,10364.0,Indonesia
544272,SWM-017A,SURF JOURNAL - KRAFT,1,2023-06-28 00:00:00,17.59,10851.0,Australia
542347,SWM-011A,MESH SARONG WRAP - FOREST GREEN,3,2023-09-11 00:00:00,30.12,10637.0,Australia
543335,SWM-016A,SHELL HAIR CLIP SET,2,2023-09-10 00:00:00,14.89,10748.0,Australia
536471,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,2,2023-11-26 00:00:00,36.07,10045.0,Australia
542869,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,3,2023-03-14 00:00:00,71.26,10698.0,United States
546205,SWM-007A,BEADED ANKLET SET - GOLD,2,2023-08-11 00:00:00,18.04,11065.0,United States
538089,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-11-20 00:00:00,26.87,10220.0,Japan
539530,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,4,2023-01-23 00:00:00,40.61,10360.0,France
538432,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,3,2023-08-27 00:00:00,26.76,10253.0,Australia
542426,SWM-016A,SHELL HAIR CLIP SET,4,2023-06-12 00:00:00,14.73,10641.0,France
542436,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-08-09 00:00:00,37.82,10641.0,France
536229,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,4,2023-11-09 00:00:00,54.24,10027.0,United States
543107,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,3,2023-10-14 00:00:00,37.66,10720.0,Spain
546445,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,3,2023-11-10 00:00:00,39.79,11091.0,United States
545752,SWM-008A,WATERPROOF TOTE BAG - NATURAL,1,2023-04-11 00:00:00,48.0,11006.0,Australia
536575,SWM-003A,HIGH-NECK RASH GUARD - NAVY,2,2023-01-26 00:00:00,51.49,10052.0,New Zealand
536845,SWM-011A,MESH SARONG WRAP - FOREST GREEN,1,2023-02-23 00:00:00,29.58,10087.0,Indonesia
536780,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,2,2023-11-21 00:00:00,59.22,10075.0,United States
542928,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-03-17 00:00:00,55.8,10704.0,Australia
538009,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,4,2023-11-03 00:00:00,52.43,10211.0,Indonesia
546074,SWM-008A,WATERPROOF TOTE BAG - NATURAL,1,2023-07-17 00:00:00,47.42,11052.0,Indonesia
547289,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,3,2023-11-05 00:00:00,90.15,11175.0,Australia
547162,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,3,2023-02-12 00:00:00,68.17,11168.0,France
546764,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,4,2023-12-28 00:00:00,61.0,11130.0,Australia
538141,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,4,2023-07-05 00:00:00,70.11,10225.0,Brazil
538470,SWM-003A,HIGH-NECK RASH GUARD - NAVY,4,2023-03-15 00:00:00,51.04,10263.0,Canada
543245,SWM-007A,BEADED ANKLET SET - GOLD,4,2023-01-20 00:00:00,16.57,10735.0,Australia
543471,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-10-27 00:00:00,59.96,10761.0,Indonesia
541603,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,2,2023-07-30 00:00:00,35.35,10558.0,United States
539668,SWM-012A,SURF WAX KIT - COOL,3,2023-03-06 00:00:00,10.83,10368.0,New Zealand
541316,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,2,2023-03-08 00:00:00,25.33,10540.0,New Zealand
542581,SWM-011A,MESH SARONG WRAP - FOREST GREEN,2,2023-11-16 00:00:00,30.44,10667.0,France
542672,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-04-19 00:00:00,67.34,10676.0,Australia
544202,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,1,2023-10-06 00:00:00,54.66,10846.0,New Zealand
545878,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,3,2023-03-27 00:00:00,67.13,11028.0,Australia
536291,SWM-007A,BEADED ANKLET SET - GOLD,4,2023-12-20 00:00:00,18.05,10030.0,Indonesia
545092,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,2,2023-07-02 00:00:00,42.6,10935.0,Australia
545030,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,3,2023-05-23 00:00:00,38.03,10932.0,Australia
547015,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,2,2023-06-22 00:00:00,50.79,11159.0,New Zealand
545482,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,1,2023-03-19 00:00:00,42.27,10983.0,Australia
543072,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,3,2023-05-04 00:00:00,49.06,10716.0,Australia
539811,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,1,2023-03-03 00:00:00,35.96,10388.0,United States
536764,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-05-27 00:00:00,39.53,10074.0,United States
539407,SWM-011A,MESH SARONG WRAP - FOREST GREEN,4,2023-05-29 00:00:00,29.56,10343.0,France
536553,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,1,2023-08-24 00:00:00,87.25,10050.0,Australia
546463,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,2,2023-07-09 00:00:00,53.54,11093.0,United States
546147,SWM-012A,SURF WAX KIT - COOL,1,2023-03-30 00:00:00,11.61,11060.0,Spain
543149,SWM-012A,SURF WAX KIT - COOL,2,2023-09-15 00:00:00,11.22,10722.0,Australia
538397,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-02-17 00:00:00,27.86,10250.0,United States
536421,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,1,2023-12-02 00:00:00,66.89,10040.0,France
540248,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,3,2023-03-29 00:00:00,44.31,10436.0,United States
540130,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-05-27 00:00:00,49.27,10421.0,France
C543891,SWM-017A,SURF JOURNAL - KRAFT,-2,2023-08-14 00:00:00,19.27,10809.0,United States
540278,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-04-26 00:00:00,41.06,10437.0,Australia
537076,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,3,2023-11-02 00:00:00,35.31,10111.0,New Zealand
540540,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-11-10 00:00:00,59.88,10469.0,Australia
537240,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-08-19 00:00:00,22.65,10132.0,United States
547440,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,1,2023-12-10 00:00:00,56.54,11188.0,United States
536606,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-02-22 00:00:00,49.56,10053.0,Australia
540583,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,4,2023-08-31 00:00:00,40.93,10473.0,Indonesia
539695,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,1,2023-06-10 00:00:00,38.68,10372.0,Indonesia
541089,SWM-003A,HIGH-NECK RASH GUARD - NAVY,3,2023-05-16 00:00:00,57.03,10520.0,United States
542681,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-09-05 00:00:00,51.09,10676.0,Australia
541388,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-03-02 00:00:00,52.63,10543.0,Australia
543653,SWM-017A,SURF JOURNAL - KRAFT,4,2023-03-16 00:00:00,17.18,10783.0,Brazil
543555,SWM-016A,SHELL HAIR CLIP SET,3,2023-04-27 00:00:00,15.7,10774.0,Australia
543495,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,2,2023-11-26 00:00:00,34.74,10764.0,New Zealand
543056,SWM-007A,BEADED ANKLET SET - GOLD,2,2023-11-06 00:00:00,16.21,10713.0,Australia
544039,SWM-007A,BEADED ANKLET SET - GOLD,3,2023-12-06 00:00:00,18.37,10827.0,Germany
536757,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,2,2023-11-29 00:00:00,34.38,10072.0,United States
538691,SWM-008A,WATERPROOF TOTE BAG - NATURAL,4,2023-08-01 00:00:00,43.37,10286.0,United States
539644,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,3,2023-03-19 00:00:00,89.28,10367.0,Australia
537066,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,1,2023-02-01 00:00:00,35.08,10110.0,Australia
544277,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-08-23 00:00:00,53.79,10853.0,United States
C544821,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,-1,2023-04-12 00:00:00,53.84,10912.0,Canada
540429,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,4,2023-02-28 00:00:00,36.13,10453.0,United States
536095,SWM-016A,SHELL HAIR CLIP SET,1,2023-05-22 00:00:00,15.47,10009.0,United States
538404,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-09-22 00:00:00,72.2,10250.0,United States
544590,SWM-012A,SURF WAX KIT - COOL,3,2023-06-06 00:00:00,12.29,10886.0,Australia
543012,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,1,2023-10-13 00:00:00,84.38,10711.0,Australia
536293,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,2,2023-02-15 00:00:00,50.15,10031.0,United States
539530,SWM-007A,BEADED ANKLET SET - GOLD,2,2023-01-23 00:00:00,16.47,10360.0,France
546486,SWM-008A,WATERPROOF TOTE BAG - NATURAL,1,2023-12-05 00:00:00,47.56,11096.0,Indonesia
542965,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,3,2023-03-11 00:00:00,46.0,10708.0,New Zealand
545155,SWM-007A,BEADED ANKLET SET - GOLD,4,2023-01-31 00:00:00,17.8,10942.0,France
536495,SWM-003A,HIGH-NECK RASH GUARD - NAVY,4,2023-06-21 00:00:00,53.44,10047.0,Australia
539751,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,1,2023-03-02 00:00:00,45.26,10379.0,Australia
538348,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,4,2023-03-16 00:00:00,34.46,10246.0,France
545587,SWM-003A,HIGH-NECK RASH GUARD - NAVY,3,2023-01-03 00:00:00,52.28,10996.0,Indonesia
546630,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-10-29 00:00:00,37.25,11116.0,United Kingdom
539070,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-03-31 00:00:00,21.06,10318.0,Germany
538683,SWM-003A,HIGH-NECK RASH GUARD - NAVY,2,2023-07-24 00:00:00,57.67,10282.0,Australia
543550,SWM-011A,MESH SARONG WRAP - FOREST GREEN,4,2023-05-07 00:00:00,29.1,10773.0,United States
541306,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-01-15 00:00:00,64.13,10540.0,New Zealand
543866,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-08-20 00:00:00,57.62,10806.0,United States
537231,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,3,2023-07-12 00:00:00,26.19,10132.0,United States
540349,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,4,2023-05-17 00:00:00,66.65,10444.0,Portugal
536089,SWM-007A,BEADED ANKLET SET - GOLD,3,2023-10-27 00:00:00,18.31,10008.0,Australia
539369,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,2,2023-02-16 00:00:00,43.02,10342.0,Australia
547094,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,1,2023-05-03 00:00:00,88.06,11164.0,United States
536935,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,3,2023-08-24 00:00:00,65.43,10097.0,Portugal
543154,SWM-017A,SURF JOURNAL - KRAFT,2,2023-10-11 00:00:00,19.8,10722.0,Australia
C547492,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,-4,2023-09-13 00:00:00,62.27,11193.0,Australia
537564,SWM-017A,SURF JOURNAL - KRAFT,3,2023-02-10 00:00:00,18.76,10163.0,Portugal
544748,SWM-007A,BEADED ANKLET SET - GOLD,2,2023-09-07 00:00:00,18.65,10900.0,United States
545460,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-08-12 00:00:00,56.3,10980.0,Australia
545605,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,3,2023-08-25 00:00:00,54.57,10996.0,Indonesia
540532,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,1,2023-05-28 00:00:00,40.63,10468.0,France
540241,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-07-31 00:00:00,72.19,10434.0,Portugal
540339,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,1,2023-10-04 00:00:00,36.84,10443.0,France
539240,SWM-011A,MESH SARONG WRAP - FOREST GREEN,2,2023-03-18 00:00:00,29.14,10333.0,Indonesia
546505,SWM-007A,BEADED ANKLET SET - GOLD,3,2023-12-17 00:00:00,16.89,11101.0,United States
540981,SWM-016A,SHELL HAIR CLIP SET,4,2023-05-19 00:00:00,14.16,10508.0,Australia
536640,SWM-007A,BEADED ANKLET SET - GOLD,1,2023-11-24 00:00:00,17.5,10055.0,Australia
544402,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,4,2023-09-07 00:00:00,38.26,10868.0,New Zealand
544798,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,1,2023-09-27 00:00:00,43.96,10907.0,Australia
547198,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,3,2023-11-01 00:00:00,53.8,11169.0,Australia
545353,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,3,2023-11-01 00:00:00,38.14,10961.0,Brazil
543915,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,4,2023-04-24 00:00:00,88.8,10813.0,New Zealand
540371,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,4,2023-04-10 00:00:00,22.86,10446.0,Indonesia
545740,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,1,2023-11-02 00:00:00,93.28,11005.0,Australia
536468,SWM-003A,HIGH-NECK RASH GUARD - NAVY,3,2023-09-12 00:00:00,54.1,10045.0,Australia
536455,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-04-05 00:00:00,29.38,10045.0,Australia
540661,SWM-008A,WATERPROOF TOTE BAG - NATURAL,2,2023-09-04 00:00:00,41.79,10484.0,New Zealand
538253,SWM-012A,SURF WAX KIT - COOL,4,2023-08-22 00:00:00,11.25,10233.0,Australia
539260,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,3,2023-12-01 00:00:00,63.93,10333.0,Indonesia
544936,SWM-012A,SURF WAX KIT - COOL,3,2023-03-19 00:00:00,11.55,10922.0,Australia
536183,SWM-012A,SURF WAX KIT - COOL,2,2023-05-08 00:00:00,11.93,10025.0,Indonesia
546596,SWM-017A,SURF JOURNAL - KRAFT,3,2023-08-25 00:00:00,18.32,11110.0,United Kingdom
540513,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,3,2023-11-28 00:00:00,71.11,10464.0,United States
544222,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,3,2023-05-17 00:00:00,22.49,10848.0,Australia
544920,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,1,2023-07-23 00:00:00,35.54,10921.0,Australia
539513,SWM-007A,BEADED ANKLET SET - GOLD,4,2023-10-14 00:00:00,17.65,10357.0,Australia
545522,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,3,2023-02-04 00:00:00,28.24,10988.0,Australia
540123,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,4,2023-01-04 00:00:00,37.55,10421.0,France
543660,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,1,2023-08-16 00:00:00,39.6,10783.0,Brazil
537391,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-02-17 00:00:00,35.64,10147.0,New Zealand
545148,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,3,2023-06-14 00:00:00,37.12,10940.0,United States
536817,SWM-003A,HIGH-NECK RASH GUARD - NAVY,4,2023-10-09 00:00:00,56.25,10081.0,Australia
539279,SWM-011A,MESH SARONG WRAP - FOREST GREEN,3,2023-05-10 00:00:00,33.5,10334.0,Australia
536766,SWM-012A,SURF WAX KIT - COOL,3,2023-08-04 00:00:00,11.49,10074.0,United States
544020,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,3,2023-05-30 00:00:00,76.65,10826.0,France
540794,SWM-008A,WATERPROOF TOTE BAG - NATURAL,3,2023-06-05 00:00:00,42.54,10494.0,Australia
540838,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-12-26 00:00:00,26.02,10497.0,Australia
539369,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,4,2023-02-16 00:00:00,72.04,10342.0,Australia
539995,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,3,2023-10-20 00:00:00,37.21,10407.0,Australia
540217,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-08-13 00:00:00,75.15,10432.0,United States
537149,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-01-14 00:00:00,67.6,10121.0,Australia
543631,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-05-13 00:00:00,55.35,10781.0,Brazil
539639,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,3,2023-01-03 00:00:00,45.88,10367.0,Australia
542381,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,4,2023-10-06 00:00:00,38.76,10639.0,United States
543821,SWM-008A,WATERPROOF TOTE BAG - NATURAL,1,2023-12-12 00:00:00,44.35,10800.0,Australia
543193,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,1,2023-04-26 00:00:00,40.11,10729.0,United States
538579,SWM-017A,SURF JOURNAL - KRAFT,3,2023-08-23 00:00:00,17.41,10269.0,Brazil
536274,SWM-007A,BEADED ANKLET SET - GOLD,1,2023-08-23 00:00:00,18.44,10030.0,Indonesia
540017,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,1,2023-06-23 00:00:00,39.72,10409.0,Australia
541445,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,2,2023-03-04 00:00:00,51.39,10547.0,France
539818,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,4,2023-05-02 00:00:00,55.48,10388.0,United States
543585,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,3,2023-01-09 00:00:00,35.7,10778.0,United States
538402,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,4,2023-07-29 00:00:00,35.58,10250.0,United States
538395,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,4,2023-09-11 00:00:00,56.75,10249.0,Australia
536896,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-08-01 00:00:00,55.91,10094.0,Australia
536486,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-02-27 00:00:00,67.68,10047.0,Australia
541067,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,2,2023-11-24 00:00:00,52.73,10516.0,Australia
537236,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-07-27 00:00:00,38.5,10132.0,United States
546203,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,1,2023-06-18 00:00:00,37.33,11065.0,United States
C536561,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,-3,2023-10-22 00:00:00,54.88,10050.0,Australia
543672,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-05-26 00:00:00,22.4,10784.0,Germany
544605,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-05-10 00:00:00,73.99,10887.0,Australia
547533,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,3,2023-09-06 00:00:00,54.56,11199.0,Australia
545001,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,1,2023-05-26 00:00:00,43.4,10930.0,Australia
541062,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,4,2023-09-29 00:00:00,80.78,10515.0,United States
541105,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-09-18 00:00:00,38.44,10520.0,United States
